Area,Producto,PlantasNuevas,MejoraMetodos(miles),GradoInf,Prod_P1(k),Prod_P2(k),Prod_P3(k),GradoSup,ProdSup_P1(k),ProdSup_P2(k),ProdSup_P3(k)
EU,X,0,200,0,15000,30000,0,0,0,0,0
